"id","price","shape","weight","color","clarity","cut","polish","symmetry","fluroscence","certificate","lab","stock","supplier_id","location","imageLink","created_at","updated_at"
149,13724,"RD",1.51,"E","VS1","EX","EX","EX","NONE",1255333405,"GIA","BG-7D",NULL,"HK","http://segoma.com/v.php?type=view&id=HVQ5CDVSQQ",NULL,NULL
150,9293,"RD",1.5,"E","SI1","EX","EX","VG","NONE",6231038704,"GIA","AO1-13",NULL,"HK","http://segoma.com/v.php?type=view&id=8K7D232YCC",NULL,NULL
151,7395,"RD",1.5,"E","SI2","EX","EX","EX","MEDIUM",5256374166,"GIA","BF2-6",NULL,"HK","http://segoma.com/v.php?type=view&id=21KSAZT8TT",NULL,NULL
152,8798,"RD",1.5,"E","SI2","EX","EX","EX","NONE",1253335551,"GIA","BG-5D",NULL,"HK","http://segoma.com/v.php?type=view&id=LJHBQBYONN",NULL,NULL
153,14833,"RD",1.56,"F","VVS2","EX","EX","EX","NONE",6251335473,"GIA","BF2-1D",NULL,"HK","http://segoma.com/v.php?type=view&id=BQTH2N68HH",NULL,NULL
154,14144,"RD",1.83,"F","VS1","EX","EX","EX","STG",6245747901,"GIA","BD2-3",NULL,"HK","http://segoma.com/v.php?type=view&id=UDDDJ76BYY",NULL,NULL
155,9478,"RD",1.53,"F","SI1","EX","EX","EX","FAINT",6252376756,"GIA","BF2-5C",NULL,"HK","http://segoma.com/v.php?type=view&id=CA20HFS8OO",NULL,NULL
156,12825,"RD",1.71,"F","SI1","EX","EX","EX","NONE",6255333374,"GIA","BF1-4A",NULL,"HK","http://segoma.com/v.php?type=view&id=W1CGRTCW77",NULL,NULL
157,10680,"RD",1.78,"F","SI1","EX","EX","EX","STG",2247808512,"GIA","BD2-3C",NULL,"HK","http://segoma.com/v.php?type=view&id=1GRA9JZMSS",NULL,NULL
158,15372,"RD",1.8,"G","VVS2","EX","EX","EX","FAINT",2244450916,"GIA","BA-5",NULL,"HK","http://segoma.com/v.php?type=view&id=JGI7V04K33",NULL,NULL
159,9177,"RD",1.61,"G","SI1","EX","EX","EX","MEDIUM BLUE",2244478040,"GIA","BA-10",NULL,"HK","http://segoma.com/v.php?type=view&id=4MCWTBPOO",NULL,NULL
160,4590,"RD",1.55,"H","I1","EX","EX","EX","FAINT",2247723241,"GIA","AW-26",NULL,"HK","http://segoma.com/v.php?type=view&id=57PGG9Z833",NULL,NULL
161,3737,"RD",1.59,"H","I1","EX","EX","EX","NONE",2227732888,"GIA","AM-12",NULL,"HK","http://segoma.com/v.php?type=view&id=OLZIMF2XKK",NULL,NULL
162,6129,"RD",1.52,"I","SI2","EX","EX","EX","NONE",2246478030,"GIA","AW-37",NULL,"HK","http://segoma.com/v.php?type=view&id=1KJBKY64BB",NULL,NULL
163,7812,"RD",1.8,"J","SI1","EX","EX","EX","FAINT",6252335455,"GIA","BF1-2A",NULL,"HK","http://segoma.com/v.php?type=view&id=16AK9N12MM",NULL,NULL
164,7132,"RD",1.83,"K","SI1","EX","EX","EX","NONE",2257376736,"GIA","BF2-2",NULL,"HK","http://segoma.com/v.php?type=view&id=6JNIF7KT55",NULL,NULL
165,4400,"RD",1.51,"K","SI2","EX","EX","VG","FAINT",6252390273,"GIA","BG-14B",NULL,"HK",NULL,NULL,NULL
166,4362,"RD",1.52,"L","SI2","EX","EX","EX","NONE",1258450708,"GIA","BF2-8A",NULL,"HK","http://segoma.com/v.php?type=view&id=CU9WSN8II",NULL,NULL
167,3450,"RD",1.5,"N","VS1","EX","EX","EX","STG",5243808947,"GIA","BD2-6A",NULL,"HK","http://segoma.com/v.php?type=view&id=Q0YIHMH77",NULL,NULL
168,30703,"RD",2.35,"D","VS2","EX","EX","EX","NONE",6252010305,"GIA","BE1-3",NULL,"HK","http://segoma.com/v.php?type=view&id=VIUK1K3LBB",NULL,NULL
169,20320,"RD",2.02,"D","SI1","EX","EX","EX","NONE",7258311261,"GIA","BG-12",NULL,"HK","http://segoma.com/v.php?type=view&id=T1DSE5Z0FF",NULL,NULL
170,11904,"RD",2,"D","I1","EX","EX","EX","NONE",1257614387,"GIA","BD1-6I",NULL,"HK",NULL,NULL,NULL
171,20230,"RD",2.23,"F","VS2","EX","EX","EX","STG",6251296393,"GIA","BF1-2",NULL,"HK","http://segoma.com/v.php?type=view&id=DJN9GHYF33",NULL,NULL
172,17153,"RD",2.05,"F","SI1","EX","EX","EX","FAINT",6245948670,"GIA","BE1-2G",NULL,"HK","http://segoma.com/v.php?type=view&id=PU9SG2KWVV",NULL,NULL
173,17448,"RD",2.31,"F","SI1","EX","EX","EX","MEDIUM",1249794587,"GIA","BD2-1",NULL,"HK","http://segoma.com/v.php?type=view&id=PD4TJTUUU",NULL,NULL
174,13850,"RD",2,"F","SI2","EX","EX","EX","NONE",7256197609,"GIA","BF1-7",NULL,"HK","http://segoma.com/v.php?type=view&id=5J3I0WL0XX",NULL,NULL
175,12269,"RD",2.05,"F","SI2","EX","EX","EX","MEDIUM",6251436743,"GIA","BG-9",NULL,"HK","http://segoma.com/v.php?type=view&id=53ELK4AWPP",NULL,NULL
176,9840,"RD",2,"F","I1","EX","EX","EX","MEDIUM",1253436775,"GIA","BG-9A",NULL,"HK","http://segoma.com/v.php?type=view&id=U9VVBTY5GG",NULL,NULL
177,9877,"RD",2.01,"F","I1","EX","EX","EX","NONE",1259138776,"GIA","BF1-6",NULL,"HK","http://segoma.com/v.php?type=view&id=MQW6XEV099",NULL,NULL
178,11457,"RD",2.01,"F","I1","EX","EX","EX","NONE",2256436729,"GIA","BF1-8",NULL,"HK","http://segoma.com/v.php?type=view&id=WKQRQ5V9TT",NULL,NULL
179,23510,"RD",2.3,"H","VVS1","EX","EX","EX","NONE",6251012518,"GIA","BE2-10G",NULL,"HK","http://segoma.com/v.php?type=view&id=UF4E75F266",NULL,NULL
180,13981,"RD",2.05,"H","SI1","EX","EX","EX","FAINT",6242747875,"GIA","BC2-4C",NULL,"HK","http://segoma.com/v.php?type=view&id=NIOVR716CC",NULL,NULL
181,12364,"RD",2.01,"H","SI2","EX","EX","EX","NONE",1255142752,"GIA","BE2-11",NULL,"HK","http://segoma.com/v.php?type=view&id=LT465BWX88",NULL,NULL
182,11764,"RD",2.03,"H","SI2","EX","EX","EX","FAINT",7251176241,"GIA","BE1-7",NULL,"HK","http://segoma.com/v.php?type=view&id=Z0GJVS0P44",NULL,NULL
183,13047,"RD",2.18,"H","SI2","EX","EX","EX","NONE",7258524520,"GIA","BH-7",NULL,"HK","http://segoma.com/v.php?type=view&id=OYYZW3C",NULL,NULL
184,14918,"RD",2.22,"I","VS2","EX","EX","EX","NONE",6255324878,"GIA","BG-3A",NULL,"HK","http://segoma.com/v.php?type=view&id=Y35K0NB8BB",NULL,NULL
185,12151,"RD",2,"I","SI1","EX","EX","EX","NONE",1249649286,"GIA","AW-6",NULL,"HK","http://segoma.com/v.php?type=view&id=IC9DVMXX",NULL,NULL
186,12333,"RD",2.03,"I","SI1","EX","EX","EX","NONE",2247421649,"GIA","BA-8",NULL,"HK","http://segoma.com/v.php?type=view&id=K2EXKJMU77",NULL,NULL
187,13048,"RD",2.05,"I","SI1","EX","EX","EX","NONE",6255497621,"GIA","BH-6A",NULL,"HK","http://segoma.com/v.php?type=view&id=BXQYQ1KUTT",NULL,NULL
188,11276,"RD",2.01,"I","SI2","EX","EX","EX","NONE",5256455435,"GIA","BG-6A",NULL,"HK","http://segoma.com/v.php?type=view&id=DM3MX2EWMM",NULL,NULL
189,15973,"RD",2.61,"I","SI2","EX","EX","EX","NONE",2258614408,"GIA","BH-6",NULL,"HK","http://segoma.com/v.php?type=view&id=85VRILZFVV",NULL,NULL
190,11635,"RD",2.02,"J","SI1","EX","EX","EX","NONE",2256455458,"GIA","BG-10A",NULL,"HK","http://segoma.com/v.php?type=view&id=T32OZ0OVXX",NULL,NULL
191,8998,"RD",2.01,"J","SI2","EX","EX","EX","NONE",7251010295,"GIA","BE2-7",NULL,"HK","http://segoma.com/v.php?type=view&id=ZLV63YWFTT",NULL,NULL
192,7708,"RD",2,"J","I1","EX","EX","EX","MEDIUM",7251311276,"GIA","BG-1",NULL,"HK","http://segoma.com/v.php?type=view&id=OMG7087GRR",NULL,NULL
193,11311,"RD",2.01,"K","VVS1","EX","EX","EX","NONE",2247723593,"GIA","BC1-3",NULL,"HK","http://segoma.com/v.php?type=view&id=0ZI4E07UDD",NULL,NULL
194,6080,"RD",2.01,"L","SI1","EX","EX","EX","NONE",7258436506,"GIA","BF2-13",NULL,"HK","http://segoma.com/v.php?type=view&id=F2K0YCDYZZ",NULL,NULL
195,5887,"RD",2.03,"L","SI2","VG","EX","VG","NONE",1247349654,"GIA","AV-13",NULL,"HK","http://segoma.com/v.php?type=view&id=KCDDL6XV99",NULL,NULL
196,5843,"RD",2.05,"L","SI2","EX","EX","EX","MEDIUM",2238466191,"GIA","AR2-1C",NULL,"HK","http://segoma.com/v.php?type=view&id=LDUXO74KJJ",NULL,NULL
197,45346,"RD",3.16,"E","SI1","EX","EX","EX","NONE",7256326229,"GIA","BG-5",NULL,"HK","http://segoma.com/v.php?type=view&id=8MHL3SPRKK",NULL,NULL
198,45053,"RD",3.8,"E","SI2","EX","EX","EX","NONE",5243823659,"GIA","BC2-2",NULL,"HK","http://segoma.com/v.php?type=view&id=VCIUSHW2PP",NULL,NULL
199,46609,"RD",3.2,"H","VVS2","EX","EX","EX","NONE",5253335165,"GIA","BG-2",NULL,"HK","http://segoma.com/v.php?type=view&id=YJVXOM622",NULL,NULL
200,24120,"RD",3,"H","SI2","EX","EX","EX","NONE",2256614363,"GIA","BF1-5",NULL,"HK","http://segoma.com/v.php?type=view&id=VK2WNWM8EE",NULL,NULL
201,17577,"RD",3.1,"H","I1","EX","EX","EX","NONE",7258436476,"GIA","BG-4A",NULL,"HK","http://segoma.com/v.php?type=view&id=T11O3K4GZZ",NULL,NULL
202,18087,"RD",3.19,"H","I1","EX","EX","EX","NONE",1253497509,"GIA","BG-8",NULL,"HK","http://segoma.com/v.php?type=view&id=3XUBWTA3LL",NULL,NULL
203,16632,"RD",3.3,"H","I1","EX","EX","EX","NONE",6242794509,"GIA","BC2-13",NULL,"HK","http://segoma.com/v.php?type=view&id=SUPSPJKCTT",NULL,NULL
204,37518,"RD",3.38,"I","VVS2","EX","EX","EX","FAINT",7246478292,"GIA","BB-1A",NULL,"HK","http://segoma.com/v.php?type=view&id=XME0DZBHRR",NULL,NULL
205,13275,"RD",3,"I","I1","EX","EX","EX","FAINT",6245794554,"GIA","BC2-9",NULL,"HK","http://segoma.com/v.php?type=view&id=VV48YV3477",NULL,NULL
206,16668,"RD",3.19,"L","VVS2","EX","EX","EX","NONE",1245948659,"GIA","BE1-9",NULL,"HK","http://segoma.com/v.php?type=view&id=GEMT8R9VLL",NULL,NULL
207,12717,"RD",3.01,"L","SI2","EX","EX","EX","FAINT",7246748336,"GIA","BC2-7",NULL,"HK","http://segoma.com/v.php?type=view&id=73IIXWHWCC",NULL,NULL
208,70422,"RD",4.52,"D","SI2","EX","EX","EX","NONE",1243835348,"GIA","BC2-1A",NULL,"HK","http://segoma.com/v.php?type=view&id=X25CBGC099",NULL,NULL
209,105691,"RD",5.57,"G","SI1","EX","EX","EX","NONE",2246706094,"GIA","BB-2",NULL,"HK","http://segoma.com/v.php?type=view&id=2C4WI6NTGG",NULL,NULL
210,1565,"PS",0.51,"E","VS1","NA","EX","VG","NONE",2254517429,"GIA","BF2-12B",NULL,"HK","http://segoma.com/v.php?type=view&id=G3XOYMQE66",NULL,NULL
211,2889,"PS",1.01,"F","SI2","NA","EX","VG","NONE",2257182123,"GIA","BE2-6A",NULL,"HK","http://segoma.com/v.php?type=view&id=9484PDS66",NULL,NULL
212,3515,"PS",1.01,"G","SI1","NA","VG","VG","NONE",3255432997,"GIA","BE2-13",NULL,"HK","http://segoma.com/v.php?type=view&id=W5L659Q7EE",NULL,NULL
213,2448,"PS",1.02,"G","SI2","NA","EX","VG","NONE",2236113576,"GIA","AO3-12",NULL,"HK","http://segoma.com/v.php?type=view&id=BDQVBI5U33",NULL,NULL
214,2205,"PS",1.02,"H","SI2","NA","EX","VG","MEDIUM",2238411565,"GIA","AO3-25",NULL,"HK","http://segoma.com/v.php?type=view&id=59ERSEYH55",NULL,NULL
215,2130,"PS",1.01,"J","SI1","NA","EX","EX","NONE",6241477921,"GIA","AV-18D",NULL,"HK","http://segoma.com/v.php?type=view&id=RBCL2DB22",NULL,NULL
216,19698,"PS",2.01,"E","VS2","NA","EX","VG","NONE",7256433698,"GIA","BG-7",NULL,"HK","http://segoma.com/v.php?type=view&id=P2Y8TAT9RR",NULL,NULL
217,13367,"PS",2.01,"H","VS2","NA","EX","VG","NONE",6251496497,"GIA","BG-4",NULL,"HK","http://segoma.com/v.php?type=view&id=I6OFDQ2XVV",NULL,NULL
218,59738,"PS",5.02,"F","SI2","NA","EX","VG","FAINT",6242920825,"GIA","BD1-2",NULL,"HK","http://segoma.com/v.php?type=view&id=BKZ1DQXPP",NULL,NULL
219,2140,"HRT",0.9,"G","SI2","NA","VG","VG","NONE",5253308251,"GIA","BF1-5A",NULL,"HK","http://segoma.com/v.php?type=view&id=OSZEK8BPPP",NULL,NULL
220,8522,"HRT",2.01,"K","SI1","NA","EX","EX","NONE",5253390875,"GIA","BF1-11",NULL,"HK","http://segoma.com/v.php?type=view&id=DHDRRU36NN",NULL,NULL
221,5628,"OV",2.01,"FNCY","SI1","NA","EX","VG","NONE",7258065700,"GIA","BE2-12",NULL,"HK","http://segoma.com/v.php?type=view&id=V1V02LXNBB",NULL,NULL
222,3234,"PR",1,"G","VS1","NA","EX","FR","NONE",1259101665,"GIA","BE1-5A",NULL,"HK","http://segoma.com/v.php?type=view&id=UHG7PR8Z11",NULL,NULL
223,9300,"PR",1.5,"D","VS2","NA","EX","VG","NONE",6242807807,"GIA","BD2-2A",NULL,"HK","http://segoma.com/v.php?type=view&id=1WI5SML533",NULL,NULL
224,2450,"CUMBR",0.7,"NA","VS2","NA","VG","GD","STRONG YELLOW",2254065543,"GIA","BC2-10E",NULL,"HK","http://segoma.com/v.php?type=view&id=554HD1N5NN",NULL,NULL
225,4280,"CUMBR",1.07,"D","VS1","NA","EX","VG","NONE",6225603565,"GIA","AL-16",NULL,"HK","http://segoma.com/v.php?type=view&id=WQBILD3NUU",NULL,NULL
226,435,"CUMBR",0.58,"W-X","SI1","NA","VG","GD","FAINT",5253065530,"GIA","AK2-29A",NULL,"HK","http://segoma.com/v.php?type=view&id=MFM4WEC6OO",NULL,NULL
